year,code,jurisdiction,season,tmean_c,tmax_c,precip_mm
1969,NS,Nova Scotia,fire,14.285727412904512,18.607932373770986,353.094286861969
1970,NS,Nova Scotia,fire,14.584279567719843,18.83384491299229,498.02750386009865
1971,NS,Nova Scotia,fire,14.804608032164053,19.13566036761342,425.19722495944274
1972,NS,Nova Scotia,fire,14.478620346104247,18.857491168600884,430.3758590660453
1973,NS,Nova Scotia,fire,15.08620821707911,18.886306823883224,531.9509786788325
1974,NS,Nova Scotia,fire,13.94747682671049,18.009114812555435,471.5874476176097
1975,NS,Nova Scotia,fire,15.065399263277074,19.48189622205223,341.0005669391748
1976,NS,Nova Scotia,fire,15.496468068225873,19.65114220309655,472.50655357404213
1977,NS,Nova Scotia,fire,14.414391224243403,18.490205415684503,576.15103107988
1978,NS,Nova Scotia,fire,14.650987653557202,19.096350213523316,321.01196698506976
1979,NS,Nova Scotia,fire,15.212371750695933,19.19611459003392,512.0923497990213
1980,NS,Nova Scotia,fire,14.238971551322363,18.30782841400038,438.272197176796
1981,NS,Nova Scotia,fire,14.866116687935628,18.88894962159291,474.9473297745761
1982,NS,Nova Scotia,fire,14.251260673607907,18.26608248112257,453.56090263535606
1983,NS,Nova Scotia,fire,15.30727981890129,19.234158572087463,513.3905189157496
1984,NS,Nova Scotia,fire,15.470246327325832,19.50943864260221,471.2794993808375
1985,NS,Nova Scotia,fire,14.485789762909075,18.58416445250059,623.6146415691726
1986,NS,Nova Scotia,fire,13.64988367577787,17.582632536637178,491.08435026889003
1987,NS,Nova Scotia,fire,14.641670809503212,18.780433813296263,414.41587453955196
1988,NS,Nova Scotia,fire,14.89529597645508,18.896455749948206,512.961853138415
1989,NS,Nova Scotia,fire,15.588605798396932,19.785722059623797,445.7428715587348
1990,NS,Nova Scotia,fire,15.291804838917036,19.372765966849215,472.73041334024674
1991,NS,Nova Scotia,fire,15.127853064721204,19.4347793390969,456.74039868724805
1992,NS,Nova Scotia,fire,14.523657137125056,18.82862361512989,378.06500650520536
1993,NS,Nova Scotia,fire,14.646751457143287,18.6873504034351,412.5528245641354
1994,NS,Nova Scotia,fire,15.252655720427878,19.13010560138071,510.2659979445039
1995,NS,Nova Scotia,fire,14.670719509893123,18.8251774636385,485.6965933706076
1996,NS,Nova Scotia,fire,14.507609655058125,18.28574380231102,636.4270572612438
1997,NS,Nova Scotia,fire,14.40110757328257,18.441883225027517,420.7813109178116
1998,NS,Nova Scotia,fire,15.397563173991735,19.37986899095559,521.7738869795244
1999,NS,Nova Scotia,fire,16.8048407742734,21.07554717298885,481.5605389780268
2000,NS,Nova Scotia,fire,14.584235994514186,18.63363446538712,384.7422329294045
2001,NS,Nova Scotia,fire,15.584240881654265,19.883787028588586,379.4344356333405
2002,NS,Nova Scotia,fire,14.856182735497878,19.04602781638557,486.4619813310151
2003,NS,Nova Scotia,fire,15.450342469888596,19.562093192439352,434.19404778396915
2004,NS,Nova Scotia,fire,14.426439371533068,18.343955266353486,407.7999737203413
2005,NS,Nova Scotia,fire,15.131795958605558,19.149434886496266,486.7026545394675
2006,NS,Nova Scotia,fire,15.66553701114833,19.540236551269796,541.4972389313688
2007,NS,Nova Scotia,fire,14.751569619064176,18.78082049713843,545.830366670068
2008,NS,Nova Scotia,fire,15.119430667612637,18.94317549099226,534.940732348274
2009,NS,Nova Scotia,fire,15.115954168246711,18.994816075573908,522.438990235042
2010,NS,Nova Scotia,fire,15.848048510267281,19.712540485555255,514.6120904002598
2011,NS,Nova Scotia,fire,15.132045736974167,18.874747367057648,492.231283948499
2012,NS,Nova Scotia,fire,16.025187317489394,19.951579754657182,600.8248791061806
2013,NS,Nova Scotia,fire,15.82188847106563,19.693484507925593,616.5000377135195
2014,NS,Nova Scotia,fire,15.274088813137467,19.425812122817533,437.1769787662575
2015,NS,Nova Scotia,fire,15.573043560466733,19.652145509320864,487.40280274237784
2016,NS,Nova Scotia,fire,15.435935678223178,19.486569745087905,428.2005050433591
2017,NS,Nova Scotia,fire,15.58837383996686,19.503346270975808,491.8904401673885
2018,NS,Nova Scotia,fire,15.95912671023022,20.31594766621189,409.9833409871913
2019,NS,Nova Scotia,fire,14.660395640427064,18.661091573618123,564.7796860940553
2020,NS,Nova Scotia,fire,15.806971329515788,19.96785147562303,378.51278145302064
2021,NS,Nova Scotia,fire,16.231071647730214,20.177829891507344,503.396304926961
2022,NS,Nova Scotia,fire,16.238752922793214,20.273356365255065,486.24930328282306
2023,NS,Nova Scotia,fire,15.89160358703541,19.709627465607824,594.9167093962674
2024,NS,Nova Scotia,fire,16.496457312556554,20.48483461168906,383.1824032758148
2025,NS,Nova Scotia,fire,16.254446364290654,20.667537965599152,285.90607146337373
1959,NT,Northwest Territories,fire,6.018458837397766,10.307424942212792,224.9832609692899
1960,NT,Northwest Territories,fire,8.458854319237838,12.829959250703078,291.24832188688777
1961,NT,Northwest Territories,fire,9.03404548929253,14.009315944788046,227.22583114490948
1962,NT,Northwest Territories,fire,8.516317701280581,13.193093210086365,275.9227476903383
1963,NT,Northwest Territories,fire,9.167776637648092,14.00507684057398,282.5547305290123
1964,NT,Northwest Territories,fire,8.687173655250316,13.464914582909328,209.56355987515164
1965,NT,Northwest Territories,fire,8.130027038827366,12.956164617693995,221.15576053343716
1966,NT,Northwest Territories,fire,9.724349452359332,14.619843817013395,241.35555491819719
1967,NT,Northwest Territories,fire,8.48238136453246,13.673209267279343,208.29723187704602
1968,NT,Northwest Territories,fire,8.067958415290892,12.628089969507872,203.59796742083932
1969,NT,Northwest Territories,fire,8.120008224573644,13.001581577101435,229.31812638622634
1970,NT,Northwest Territories,fire,9.004477969002377,13.84558222282995,274.6803280303533
1971,NT,Northwest Territories,fire,9.977409911840581,15.025007801082172,205.48030364209356
1972,NT,Northwest Territories,fire,8.020312959860977,12.879820274253625,218.15871523863686
1973,NT,Northwest Territories,fire,10.829372938595307,15.56318845449559,251.55758273098232
1974,NT,Northwest Territories,fire,7.576961661836322,12.268710657732331,280.59063536126695
1975,NT,Northwest Territories,fire,9.73426270329384,14.483473733843494,227.98682070742146
1976,NT,Northwest Territories,fire,10.09256139455253,15.091658277032549,248.7712055324605
1977,NT,Northwest Territories,fire,8.986358759017364,13.591933816884016,223.73429549606684
1978,NT,Northwest Territories,fire,7.374855618013969,12.115483862450976,214.9647123156066
1979,NT,Northwest Territories,fire,9.031030996688687,14.01147399945656,208.52110665586437
1980,NT,Northwest Territories,fire,9.026994313065995,13.807543578440265,235.73752299171775
1981,NT,Northwest Territories,fire,9.922100755210575,14.967335496951204,232.52028567038832
1982,NT,Northwest Territories,fire,8.664551180050815,13.451914417353413,241.5004467938916
1983,NT,Northwest Territories,fire,7.9169310883711,12.78523339580506,228.50997277584378
1984,NT,Northwest Territories,fire,9.651693810352922,14.297894633969365,288.19577734538007
1985,NT,Northwest Territories,fire,8.141114154091435,12.857843294685964,235.9125682331816
1986,NT,Northwest Territories,fire,8.677257952332107,13.67090021540164,251.14472591133753
1987,NT,Northwest Territories,fire,8.879073781154307,13.816851340400751,220.87041173812878
1988,NT,Northwest Territories,fire,8.658120794075458,13.352980594344116,296.96021440247034
1989,NT,Northwest Territories,fire,10.145909234522163,15.220074997727158,234.9830888409893
1990,NT,Northwest Territories,fire,8.740700350079836,13.619943289948951,267.2446990340857
1991,NT,Northwest Territories,fire,9.79212303318689,14.68410363076055,294.5566431828205
1992,NT,Northwest Territories,fire,7.606216982897769,12.459544370230422,207.84473032957493
1993,NT,Northwest Territories,fire,8.78574984326369,13.3033460325898,236.723851240096
1994,NT,Northwest Territories,fire,11.199341700426192,16.27059138722807,214.79337491949607
1995,NT,Northwest Territories,fire,9.944730925334902,14.787596685147431,228.2335184742775
1996,NT,Northwest Territories,fire,9.261845854230161,13.969668852152239,281.41469801708706
1997,NT,Northwest Territories,fire,9.676165323329867,14.391345102042045,260.2420070713226
1998,NT,Northwest Territories,fire,11.610275163862925,16.439133607194073,265.68303240691733
1999,NT,Northwest Territories,fire,9.004867106583408,13.793395618794307,252.17772894290817
2000,NT,Northwest Territories,fire,8.574412367347636,13.052695365926681,267.2749732627004
2001,NT,Northwest Territories,fire,9.270545838062482,13.87827253723356,273.24771659461584
2002,NT,Northwest Territories,fire,7.896116335130558,12.531074536743896,296.5554440882642
2003,NT,Northwest Territories,fire,9.04662981502923,13.824217413976822,276.1291977966141
2004,NT,Northwest Territories,fire,7.722449525824468,12.512304621040347,183.7155872583126
2005,NT,Northwest Territories,fire,8.023779203473717,12.620265525088374,259.5563121819232
2006,NT,Northwest Territories,fire,10.625492830237386,15.224484553265125,253.8021598177182
2007,NT,Northwest Territories,fire,8.572254590897021,13.001701292735508,241.44234020625143
2008,NT,Northwest Territories,fire,9.123850281834697,13.649116505740894,267.9812156884293
2009,NT,Northwest Territories,fire,8.610670484673262,13.374027750929912,250.0692061142573
2010,NT,Northwest Territories,fire,9.769045597934186,14.392547217679846,269.0577689049089
2011,NT,Northwest Territories,fire,10.201216117842236,14.853161927189065,269.4955275712073
2012,NT,Northwest Territories,fire,11.560029934678905,16.285207860234138,248.58804545298338
2013,NT,Northwest Territories,fire,10.43573078760047,15.460231111080304,231.10888560498518
2014,NT,Northwest Territories,fire,10.114403968651615,15.026924889182776,242.920409312008
2015,NT,Northwest Territories,fire,9.934266277887525,14.727123002107003,273.23444121844597
2016,NT,Northwest Territories,fire,10.692459385342625,15.526756983709747,284.3923972440595
2017,NT,Northwest Territories,fire,11.313676303608153,16.22760609024899,255.8938735011212
2018,NT,Northwest Territories,fire,8.386056081485238,13.234602285539564,280.3184737520535
2019,NT,Northwest Territories,fire,8.64561034419002,13.258305709719322,263.0922780147311
2020,NT,Northwest Territories,fire,8.849076690718565,13.248719866393468,289.9461514438945
2021,NT,Northwest Territories,fire,9.734340283440433,14.530881195084692,266.1780719506654
2022,NT,Northwest Territories,fire,10.94373706190349,15.901269093126219,222.4241659116275
2023,NT,Northwest Territories,fire,13.163894809009944,18.253578148015194,225.8812394684603
2024,NT,Northwest Territories,fire,11.368298588898108,16.193163161483984,249.06516873233397
2025,NT,Northwest Territories,fire,10.775611117204837,15.828091345227827,216.97731388785576
1959,NU,Nunavut,fire,2.9494372648690064,6.34533127525614,256.6465750502449
1960,NU,Nunavut,fire,6.175073055249445,9.82446042157032,347.39576965779304
1961,NU,Nunavut,fire,5.234614316175476,9.58651200394456,268.7446230907999
1962,NU,Nunavut,fire,5.418504006119841,9.482531436753234,238.1485889745113
1963,NU,Nunavut,fire,5.5007375165849925,9.82217422226126,248.61101274643565
1964,NU,Nunavut,fire,5.9847950472381335,10.187199450794633,198.48225364934643
1965,NU,Nunavut,fire,4.169406269398162,8.205830483731578,205.686163146642
1966,NU,Nunavut,fire,7.048688067197865,11.260292329534636,227.20929602997245
1967,NU,Nunavut,fire,4.912989897371549,9.446201897154962,217.2058762120576
1968,NU,Nunavut,fire,4.202178261670793,7.766228804983851,267.96372568024077
1969,NU,Nunavut,fire,4.320816517361388,8.225185219988036,203.11079135621318
1970,NU,Nunavut,fire,5.7361953785691595,9.923626171146392,271.2088405907227
1971,NU,Nunavut,fire,6.219435105253024,10.620904075529227,260.48531226279624
1972,NU,Nunavut,fire,3.593150158281151,7.696120595705756,248.03843898064412
1973,NU,Nunavut,fire,8.383970797602956,13.029389872498404,225.97795237510815
1974,NU,Nunavut,fire,4.829006503658462,8.891746686287023,262.70860283792115
1975,NU,Nunavut,fire,6.89188822720721,11.20607005726245,217.39498686484484
1976,NU,Nunavut,fire,6.2403355007015,10.803331320267016,245.13082099849782
1977,NU,Nunavut,fire,6.041734062156876,9.973794983987231,261.2612481271397
1978,NU,Nunavut,fire,2.798008992190569,6.535342542798853,230.8293621245213
1979,NU,Nunavut,fire,4.339293682332202,8.578570390781692,197.28416903757602
1980,NU,Nunavut,fire,5.834095042239666,10.291841426900303,241.61307054367265
1981,NU,Nunavut,fire,6.477257579664303,10.806830706107762,239.3356939707008
1982,NU,Nunavut,fire,4.765147393215951,8.776460347581981,244.84133209002448
1983,NU,Nunavut,fire,4.748351822613392,8.808311382936838,283.57561428177775
1984,NU,Nunavut,fire,6.688199028626292,10.804101825423437,248.27020762751877
1985,NU,Nunavut,fire,5.304717453649672,9.224987894873639,302.4573286541179
1986,NU,Nunavut,fire,4.772666973797584,8.973625326284596,237.82277022293292
1987,NU,Nunavut,fire,4.519066759665463,8.480059534305282,283.119460832263
1988,NU,Nunavut,fire,5.90615742589796,10.089576826295414,238.96701368446
1989,NU,Nunavut,fire,6.107816478871003,10.57414153336714,222.7365926913358
1990,NU,Nunavut,fire,4.852245130207974,9.025506628333996,258.1064054029454
1991,NU,Nunavut,fire,6.781215633656684,11.178525257699897,260.4912926886036
1992,NU,Nunavut,fire,3.9796875229528093,8.164245269748438,232.64827095405374
1993,NU,Nunavut,fire,5.192859788664899,8.84666398473854,274.3900583571952
1994,NU,Nunavut,fire,7.588420452975674,12.368060382800138,225.37257949697394
1995,NU,Nunavut,fire,5.492570755532128,9.475594920625102,271.21105017256133
1996,NU,Nunavut,fire,7.607218035262473,11.994427330538192,269.5692717179527
1997,NU,Nunavut,fire,6.5242104224372675,10.896999952607636,216.76054902986056
1998,NU,Nunavut,fire,8.074229964424292,12.329165774626398,249.29503327899536
1999,NU,Nunavut,fire,5.608829622500772,9.704098005630245,302.63528030462805
2000,NU,Nunavut,fire,5.941633740774045,9.902117809230804,239.04069792020024
2001,NU,Nunavut,fire,6.442475635175693,10.490624053949288,256.94812761815956
2002,NU,Nunavut,fire,5.000065096760513,8.858260563461076,286.72218703845436
2003,NU,Nunavut,fire,6.325373641958021,10.660705963615158,266.17032520031046
2004,NU,Nunavut,fire,3.91391001189735,7.773855119823855,221.57243591207208
2005,NU,Nunavut,fire,4.4025987716192265,8.24537060491013,280.7616810628278
2006,NU,Nunavut,fire,7.20878667547435,11.437695664364687,215.4892595243431
2007,NU,Nunavut,fire,4.926215686847476,8.61150133509429,253.98499686584933
2008,NU,Nunavut,fire,5.8081261747148245,9.671210869674303,307.6499764169906
2009,NU,Nunavut,fire,4.753951652616122,8.795699107825767,201.25982477568982
2010,NU,Nunavut,fire,5.941418161618559,9.900743315868459,241.28491454885983
2011,NU,Nunavut,fire,6.704944393441343,10.721067250207643,273.9286953887002
2012,NU,Nunavut,fire,7.588759909286415,11.624052679064889,213.5970279792272
2013,NU,Nunavut,fire,7.271758706390715,11.805258174470545,207.26530750571763
2014,NU,Nunavut,fire,6.945631014478488,11.340118718792056,269.0210987852571
2015,NU,Nunavut,fire,6.155044196384612,10.229742607503448,246.02781865986955
2016,NU,Nunavut,fire,7.1877885087074604,11.281282678708084,288.9017954872245
2017,NU,Nunavut,fire,7.994314428915971,12.389306953407539,229.67266770317994
2018,NU,Nunavut,fire,5.042544149209389,9.372687661180716,253.19704576508164
2019,NU,Nunavut,fire,5.4659902505924105,9.328024334653545,324.6831981245062
2020,NU,Nunavut,fire,6.3367993530125055,10.265205147226188,285.7875816534289
2021,NU,Nunavut,fire,6.187454498788389,10.326105869313137,276.1222322334594
2022,NU,Nunavut,fire,8.068193096496943,12.50237346073819,244.4474445214245
2023,NU,Nunavut,fire,10.122979591271655,15.028638947752356,241.7125806241913
2024,NU,Nunavut,fire,8.784814552302409,13.224035725010726,300.48892849364097
2025,NU,Nunavut,fire,7.7745543555456464,12.354232445651524,244.35379459769868
1959,ON,Ontario,fire,13.890161931548866,19.09719900242428,538.3999192546202
1960,ON,Ontario,fire,13.90832669569863,19.034949335076846,430.99587567939096
1961,ON,Ontario,fire,13.57463551893311,19.04183462622821,414.08620178554924
1962,ON,Ontario,fire,13.219819627409997,18.53295021934971,433.14967898764405
1963,ON,Ontario,fire,13.132234782176848,18.674945727739296,376.72342878490156
1964,ON,Ontario,fire,13.115239657665123,18.632805035111133,467.1480792987075
1965,ON,Ontario,fire,11.872546994147784,17.261338060869054,434.0800667815198
1966,ON,Ontario,fire,12.888353230344322,18.300628336108392,380.1704799009502
1967,ON,Ontario,fire,12.69853540015596,18.230269276489334,338.4806612700529
1968,ON,Ontario,fire,12.948717109458848,18.151523416628116,490.5692340299589
1969,ON,Ontario,fire,12.146793242621607,17.390275650941977,470.1494800250077
1970,ON,Ontario,fire,13.23353809401343,18.74055932919739,437.5897017328559
1971,ON,Ontario,fire,12.696687959453055,18.212360401651235,383.10423197945863
1972,ON,Ontario,fire,12.673035131163994,18.446011068635944,393.52314370648924
1973,ON,Ontario,fire,13.3560967624576,18.403755787824114,445.5130507641214
1974,ON,Ontario,fire,11.950883586559765,16.82374495341036,495.2764009143678
1975,ON,Ontario,fire,13.880277646244846,19.090879776420962,463.8118612096484
1976,ON,Ontario,fire,13.685853374079898,19.535451854959177,353.6889249728805
1977,ON,Ontario,fire,13.564925561774752,18.87674723174328,465.41880669991303
1978,ON,Ontario,fire,12.505640605087049,18.097943732510775,455.9249878139241
1979,ON,Ontario,fire,12.785922233034343,18.096709920717373,445.7542269277095
1980,ON,Ontario,fire,13.446834395313974,18.75624836814148,430.0155639690611
1981,ON,Ontario,fire,13.570570160762365,19.053881343494286,363.2034882967975
1982,ON,Ontario,fire,12.93551843129535,18.011431454144287,447.7539056486381
1983,ON,Ontario,fire,14.077481989414975,19.554090628655505,409.9212145514011
1984,ON,Ontario,fire,13.284920969757255,18.36265656018218,443.5204260814165
1985,ON,Ontario,fire,12.579370511193103,17.56828059778412,513.0385935105845
1986,ON,Ontario,fire,12.98660322926352,18.31135333370428,423.6649327042482
1987,ON,Ontario,fire,14.227622883205573,19.563666139186548,423.9725183489994
1988,ON,Ontario,fire,14.706674978201292,20.25263705251546,452.3351730012919
1989,ON,Ontario,fire,14.148335097320441,19.730349524503133,381.83562391498594
1990,ON,Ontario,fire,13.262487289972839,18.545163854830836,393.204896679287
1991,ON,Ontario,fire,14.956389529070922,20.346084695035085,400.9651131723544
1992,ON,Ontario,fire,11.875659837505054,17.1858042857865,490.18054822756534
1993,ON,Ontario,fire,13.080018696893443,18.167778818628975,465.43254673027377
1994,ON,Ontario,fire,13.332850376616587,18.59694758398536,463.86862613038693
1995,ON,Ontario,fire,14.29521056085612,19.71072949068856,419.6728342707653
1996,ON,Ontario,fire,13.779715136520164,18.896606881606125,409.7628985313223
1997,ON,Ontario,fire,13.179177894536663,18.267279149295902,370.8397564052188
1998,ON,Ontario,fire,14.898526466027722,20.040496106731364,408.753925414213
1999,ON,Ontario,fire,14.777692020466258,19.941978603692238,497.6297544344372
2000,ON,Ontario,fire,12.64696514578261,17.678664818346054,494.6773453249049
2001,ON,Ontario,fire,14.662906912357927,19.84666827818694,467.278961878831
2002,ON,Ontario,fire,13.758271818793531,18.913463022997156,454.47054106818734
2003,ON,Ontario,fire,14.882496454204578,20.171348027149293,449.24537821790216
2004,ON,Ontario,fire,12.16031607960176,17.273416584055497,501.48462459914106
2005,ON,Ontario,fire,15.041424916716023,20.355418488990857,434.18092357585186
2006,ON,Ontario,fire,14.657910562958751,20.039073966271765,402.8999452065265
2007,ON,Ontario,fire,14.26122210912977,19.593399811221776,508.7792228701465
2008,ON,Ontario,fire,13.018199218405261,18.021611044857867,486.5007641233929
2009,ON,Ontario,fire,12.647199712403934,17.57009787559224,480.25670006544544
2010,ON,Ontario,fire,14.465091010556042,19.446024392786818,498.4812792024637
2011,ON,Ontario,fire,14.751050942134741,20.289831769522962,385.56896152622227
2012,ON,Ontario,fire,14.750192157719178,20.058986138223133,426.91323154213967
2013,ON,Ontario,fire,13.800447173899554,19.184783906311896,457.642547361286
2014,ON,Ontario,fire,13.246963569795996,18.356823481534715,467.59942600053915
2015,ON,Ontario,fire,14.384501169234731,19.757770137907603,447.40434649119845
2016,ON,Ontario,fire,14.510970266355757,19.803646563167767,458.9506873945374
2017,ON,Ontario,fire,13.70913362359857,18.82101845962074,442.1760781832441
2018,ON,Ontario,fire,14.576351157514983,20.313191622086293,433.9118025306413
2019,ON,Ontario,fire,13.57777122481788,18.695497619851253,434.39284422551117
2020,ON,Ontario,fire,14.160461903851786,19.28682645432268,470.788854880573
2021,ON,Ontario,fire,14.950532507412728,20.397438496236262,415.58003463368095
2022,ON,Ontario,fire,14.292558165713398,19.544303057642562,457.88247881662124
2023,ON,Ontario,fire,15.389357000313256,20.90177594957863,346.6192988560861
2024,ON,Ontario,fire,15.698406244068073,21.011171453757644,412.8771169094487
2025,ON,Ontario,fire,14.850490282684024,20.33374791375956,385.879368416541
1959,PEI,Prince Edward Island,fire,13.631294190635947,16.7757573495337,381.34445854706325
1960,PEI,Prince Edward Island,fire,14.560773708244458,17.911442189274588,316.6389504953516
1961,PEI,Prince Edward Island,fire,14.607118050376835,18.02072115054549,352.7162105363413
1962,PEI,Prince Edward Island,fire,12.62344272768029,15.702478420148276,447.119469876917
1963,PEI,Prince Edward Island,fire,13.242805742970745,16.832079104615552,439.7630552900888
1964,PEI,Prince Edward Island,fire,12.715822930759623,16.200620977573077,351.8758271791219
1965,PEI,Prince Edward Island,fire,13.380258376475012,17.21279087850569,248.73827631926105
1966,PEI,Prince Edward Island,fire,13.826952957116752,17.643056486500434,285.118873377123
1967,PEI,Prince Edward Island,fire,14.245863627271486,17.59521479998786,472.0300594203951
1968,PEI,Prince Edward Island,fire,13.018446554696107,16.45876455814784,366.80309255997986
1969,PEI,Prince Edward Island,fire,13.39826973662495,16.854877113818816,365.149042484078
1970,PEI,Prince Edward Island,fire,13.802303481182175,17.370874674628418,459.1594138565367
1971,PEI,Prince Edward Island,fire,13.904416912909134,17.49682311965526,441.4405986799594
1972,PEI,Prince Edward Island,fire,14.291084516005073,17.710016135027683,451.05140362215826
1973,PEI,Prince Edward Island,fire,15.298120686112213,18.201922234578614,435.19234863596455
1974,PEI,Prince Edward Island,fire,13.953823105299366,17.034850223959285,379.8857876328905
1975,PEI,Prince Edward Island,fire,15.196146584737534,18.438888280093675,316.50748318394807
1976,PEI,Prince Edward Island,fire,15.408202169374821,18.569547372826175,445.6013291550838
1977,PEI,Prince Edward Island,fire,14.288109179360701,17.341951158373323,508.232974491213
1978,PEI,Prince Edward Island,fire,14.517870999859403,17.92871956970268,345.3112839092643
1979,PEI,Prince Edward Island,fire,15.16828508309462,18.33837807955829,468.6901470842887
1980,PEI,Prince Edward Island,fire,13.999525996865415,16.931353712905242,422.20355628964205
1981,PEI,Prince Edward Island,fire,14.847399865383139,17.817596325922743,511.11050034699576
1982,PEI,Prince Edward Island,fire,14.006309010559889,16.939441763247082,443.94664805971064
1983,PEI,Prince Edward Island,fire,15.054947184975642,18.063111655770737,542.465606586133
1984,PEI,Prince Edward Island,fire,15.494301823212574,18.52499906026527,481.0620479470606
1985,PEI,Prince Edward Island,fire,14.577739332594835,17.518836220260518,499.29471914756397
1986,PEI,Prince Edward Island,fire,13.534898041745944,16.36296902379666,468.9265064248925
1987,PEI,Prince Edward Island,fire,14.74065517812024,17.813734442406933,382.1485865627473
1988,PEI,Prince Edward Island,fire,14.86525194218392,17.95572384841912,595.6916177128234
1989,PEI,Prince Edward Island,fire,15.530263641784929,18.626219122250575,441.4204526363535
1990,PEI,Prince Edward Island,fire,15.169592002641973,18.300653143593834,505.84686482964565
1991,PEI,Prince Edward Island,fire,14.68970314562552,17.87745697661604,491.5811821160591
1992,PEI,Prince Edward Island,fire,14.358846608153133,17.626250240301207,328.53239404186814
1993,PEI,Prince Edward Island,fire,14.230725588270369,17.160504944572835,402.94581521537725
1994,PEI,Prince Edward Island,fire,14.979747405566826,18.003798770350258,456.21184184215053
1995,PEI,Prince Edward Island,fire,14.629576827780953,17.716658650334097,413.9922109413366
1996,PEI,Prince Edward Island,fire,14.898261646766322,17.75029487063677,492.0182517175828
1997,PEI,Prince Edward Island,fire,14.358487451071056,17.2749926864587,382.2726584676298
1998,PEI,Prince Edward Island,fire,15.447592752840182,18.404339172570797,495.7893226097464
1999,PEI,Prince Edward Island,fire,16.795821380613827,20.03378276470114,472.11095346245327
2000,PEI,Prince Edward Island,fire,14.560639608685001,17.53457957936339,405.36352112199637
2001,PEI,Prince Edward Island,fire,15.893709406529185,19.123261101511797,266.1965496505158
2002,PEI,Prince Edward Island,fire,14.834080372045968,18.0237020732953,486.3539796343152
2003,PEI,Prince Edward Island,fire,15.463322066864231,18.369580771535247,435.2369865938146
2004,PEI,Prince Edward Island,fire,14.58430874467545,17.579829940458087,371.98938498311594
2005,PEI,Prince Edward Island,fire,15.126082189798437,18.00827083991908,412.2468655973754
2006,PEI,Prince Edward Island,fire,16.06972303844278,18.931628698083312,420.9303141213122
2007,PEI,Prince Edward Island,fire,14.821558517187347,17.85010759911712,496.5219935581497
2008,PEI,Prince Edward Island,fire,15.350215452026164,18.080568469875786,534.0792397034553
2009,PEI,Prince Edward Island,fire,15.363097150412964,18.2487787496448,591.7126815504437
2010,PEI,Prince Edward Island,fire,15.812045398030378,18.615371256329883,553.0423368154167
2011,PEI,Prince Edward Island,fire,15.053886729217906,17.978191107101317,435.1106262049432
2012,PEI,Prince Edward Island,fire,16.49749900030648,19.446954019850388,510.6001314534836
2013,PEI,Prince Edward Island,fire,16.022524897565006,19.056114356852415,542.4198246075408
2014,PEI,Prince Edward Island,fire,15.483326412259196,18.487817459837274,461.17186671410786
2015,PEI,Prince Edward Island,fire,15.893566132440343,19.024790333146868,387.90801021439745
2016,PEI,Prince Edward Island,fire,15.422182044433939,18.48403349209772,372.1674986916649
2017,PEI,Prince Edward Island,fire,15.882980809704307,18.805460353820543,363.0839885763639
2018,PEI,Prince Edward Island,fire,15.890714922086039,19.155049777530746,429.7325586268841
2019,PEI,Prince Edward Island,fire,14.92558899223773,17.759789659044852,535.6560593013965
2020,PEI,Prince Edward Island,fire,16.113899361167825,19.319042180775618,359.8916917692657
2021,PEI,Prince Edward Island,fire,16.356775870289056,19.320961117219447,516.9094774478162
2022,PEI,Prince Edward Island,fire,16.522585520994785,19.458937419791845,482.377587760353
2023,PEI,Prince Edward Island,fire,16.040786379455223,18.859644997415675,567.9848245841605
2024,PEI,Prince Edward Island,fire,16.91588765875515,19.776880468265283,376.9953200602647
2025,PEI,Prince Edward Island,fire,16.561990529571403,19.852217270414386,321.15999771053373
1959,QC,Quebec,fire,10.601393641924084,15.12931961065034,526.0554234238292
1960,QC,Quebec,fire,10.561048348082991,15.00096271108813,538.4624837730628
1961,QC,Quebec,fire,9.939611672372749,14.49697870261976,490.15947671416325
1962,QC,Quebec,fire,9.558615864041538,13.979076774864396,456.5112354390314
1963,QC,Quebec,fire,8.71105388196522,13.148025521291066,446.79324544300135
1964,QC,Quebec,fire,9.027063128054683,13.549135416700727,533.7370687592913
1965,QC,Quebec,fire,8.033727728206566,12.41950004589089,517.9828565540547
1966,QC,Quebec,fire,8.982783478308038,13.39469304190593,505.0054338680048
1967,QC,Quebec,fire,9.74330324120648,14.303194745571725,449.3652426025332
1968,QC,Quebec,fire,9.809985638182095,14.358306514399004,450.3756663048129
1969,QC,Quebec,fire,8.3040032348689,12.568130359679891,471.1620957095142
1970,QC,Quebec,fire,9.205358631029114,13.676917181178224,486.5638771490478
1971,QC,Quebec,fire,9.164457275297499,13.701819923592558,472.0048066510988
1972,QC,Quebec,fire,7.9497972896252795,12.480693207742505,464.0600753542836
1973,QC,Quebec,fire,10.835381195687246,15.068638812603973,496.50357273709454
1974,QC,Quebec,fire,9.585375677744235,13.840732873371358,510.82222162486534
1975,QC,Quebec,fire,10.67319119985076,15.03534902330756,464.92147922515653
1976,QC,Quebec,fire,10.012437838237904,14.575605399040326,494.840232538252
1977,QC,Quebec,fire,9.268529942663339,13.67792953293792,460.4026109372809
1978,QC,Quebec,fire,8.975522862289917,13.49194823104891,518.3503090298675
1979,QC,Quebec,fire,10.104741046016692,14.559295559097011,557.184145685046
1980,QC,Quebec,fire,9.697813380695889,13.953238213597581,499.5832018112266
