year,code,jurisdiction,season,tmean_c,tmax_c,precip_mm
1981,QC,Quebec,fire,10.129752190352354,14.500622044896668,428.551745123929
1982,QC,Quebec,fire,9.500949835621775,13.852218399455596,465.20570536737296
1983,QC,Quebec,fire,10.285641773887992,14.713714944648494,493.4085122139854
1984,QC,Quebec,fire,9.924887977305994,14.120301586051971,524.4268913369818
1985,QC,Quebec,fire,9.932679895866968,14.181704941852553,445.3928561967329
1986,QC,Quebec,fire,9.126957298594807,13.600471609197122,506.54675657356955
1987,QC,Quebec,fire,10.10599151548401,14.466256185299494,514.1236516925572
1988,QC,Quebec,fire,10.299523806819984,14.805463630133767,489.14759255049495
1989,QC,Quebec,fire,10.679150520638744,15.28357216794946,430.27871450647945
1990,QC,Quebec,fire,9.709123305356945,14.144052108697396,475.7364501262724
1991,QC,Quebec,fire,10.295469697696424,14.701260173434607,430.5391490869776
1992,QC,Quebec,fire,8.750559638358121,13.216583195846159,523.2449776022186
1993,QC,Quebec,fire,10.367101693911527,14.663571939557317,536.7193833318508
1994,QC,Quebec,fire,9.625121421132311,13.935753824831739,502.49479759041014
1995,QC,Quebec,fire,10.99431497516053,15.613524812474397,441.97688466075357
1996,QC,Quebec,fire,10.243543426041583,14.596467650767655,432.2283303864867
1997,QC,Quebec,fire,9.85850476394896,14.112776615251711,517.4360436916711
1998,QC,Quebec,fire,11.750495382272183,16.059828917374226,496.22102957565204
1999,QC,Quebec,fire,11.98240442220371,16.534614470318914,552.417964910498
2000,QC,Quebec,fire,9.791411562231437,13.995003455917553,505.9216616311623
2001,QC,Quebec,fire,11.658242986391185,16.113161481399732,491.09660811969684
2002,QC,Quebec,fire,10.03055537569138,14.370946806497592,492.37346134055207
2003,QC,Quebec,fire,11.436372000282134,16.033398917033086,471.15578959510634
2004,QC,Quebec,fire,9.417268633048888,13.659804992377722,534.2197934155224
2005,QC,Quebec,fire,11.894783254740682,16.497541053525893,492.2286026815373
2006,QC,Quebec,fire,11.337639203557481,15.78226577560285,490.9649599396551
2007,QC,Quebec,fire,10.158741895268406,14.656341207135709,533.2962247250094
2008,QC,Quebec,fire,11.31479622027142,15.593182807793397,531.0843667721748
2009,QC,Quebec,fire,9.938765093154137,14.088725315605902,490.6193706921775
2010,QC,Quebec,fire,11.214441633056408,15.436123936462725,500.3227047888162
2011,QC,Quebec,fire,10.82186892994993,15.178421204385502,501.73719220960425
2012,QC,Quebec,fire,11.757878747292049,16.179786216293326,520.8995148718649
2013,QC,Quebec,fire,10.441838755510275,14.959548195265755,481.41372112846625
2014,QC,Quebec,fire,11.236855052444398,15.552042232897083,523.9199592965903
2015,QC,Quebec,fire,10.98522976285319,15.3848672062575,551.1259683912268
2016,QC,Quebec,fire,11.068541967809509,15.40887672830165,499.34698872405613
2017,QC,Quebec,fire,10.644889045193235,14.961727911187019,517.992394481439
2018,QC,Quebec,fire,9.88368392459855,14.503092181928425,517.2333456351936
2019,QC,Quebec,fire,10.483863100450872,14.74148719739884,508.7539175089589
2020,QC,Quebec,fire,10.99502292451777,15.229247206974595,550.863928604123
2021,QC,Quebec,fire,11.571540433983122,16.015212309810664,515.9084841307667
2022,QC,Quebec,fire,11.446808975942393,15.943094739394153,539.6171695917709
2023,QC,Quebec,fire,12.712403885751119,17.29609624778898,466.4471174982022
2024,QC,Quebec,fire,13.176334348767922,17.70411176467111,473.9899498192323
2025,QC,Quebec,fire,11.376043837032382,15.93704687949422,477.26084867340836
1959,SK,Saskatchewan,fire,10.325547226953741,15.320289547167539,359.62912780467735
1960,SK,Saskatchewan,fire,11.910187271259652,16.962894392942534,440.6040801246879
1961,SK,Saskatchewan,fire,12.766104493021938,18.491053660433863,260.9678316034736
1962,SK,Saskatchewan,fire,11.90738154771974,16.928486559459458,323.7550803131273
1963,SK,Saskatchewan,fire,12.87630551502191,18.17767535433334,374.93262047227347
1964,SK,Saskatchewan,fire,12.252102919405106,17.63778502614216,391.0657106324342
1965,SK,Saskatchewan,fire,10.423310923748819,15.740763625292153,350.89511741233116
1966,SK,Saskatchewan,fire,12.003964420405675,17.33558800775748,301.34437437350834
1967,SK,Saskatchewan,fire,11.929220380657323,17.687108713192057,237.8942532402652
1968,SK,Saskatchewan,fire,11.182025260513639,16.20152267845506,338.0435364915548
1969,SK,Saskatchewan,fire,11.099014139164424,16.500793058483247,285.2873504078778
1970,SK,Saskatchewan,fire,12.434706250853317,17.906204301174018,343.7706385234718
1971,SK,Saskatchewan,fire,12.826801166821582,18.314419402686255,308.1727194512154
1972,SK,Saskatchewan,fire,11.57851189595801,16.9769030708612,298.98790996485394
1973,SK,Saskatchewan,fire,12.897385869636791,18.004259268391117,403.4163280892661
1974,SK,Saskatchewan,fire,10.418725140208927,15.111064656492779,412.1537633109103
1975,SK,Saskatchewan,fire,11.674168955909122,16.468339611888528,361.1915361244551
1976,SK,Saskatchewan,fire,13.248050725591403,18.54232862364377,410.2428831424741
1977,SK,Saskatchewan,fire,11.961488520312452,16.775105672767296,414.92151480789255
1978,SK,Saskatchewan,fire,11.075964972815868,16.271176777651977,395.20035873364185
1979,SK,Saskatchewan,fire,11.527470675779833,16.71417711787604,289.17456229502767
1980,SK,Saskatchewan,fire,12.77587152731035,18.039605930475417,349.03943302504223
1981,SK,Saskatchewan,fire,13.874051242436623,19.589287055324103,254.88016125884016
1982,SK,Saskatchewan,fire,11.62006717663871,16.82021322346965,342.8151596777083
1983,SK,Saskatchewan,fire,12.061400967276537,17.34176729816795,369.2429422901916
1984,SK,Saskatchewan,fire,12.695362269345509,17.80169307478792,380.92675709394246
1985,SK,Saskatchewan,fire,11.577457827387011,16.831592725605,334.402852993023
1986,SK,Saskatchewan,fire,12.011594278531808,17.24769219514007,352.9259769215531
1987,SK,Saskatchewan,fire,13.218551262294236,18.419924276362046,305.06862901334654
1988,SK,Saskatchewan,fire,13.371881508993864,18.80542672514513,377.1924371634543
1989,SK,Saskatchewan,fire,13.04619210576792,18.371903668360215,368.1882534891186
1990,SK,Saskatchewan,fire,13.163204044299729,18.713837656897528,262.87493209895223
1991,SK,Saskatchewan,fire,13.701805877375314,18.8513324088931,368.4709313619129
1992,SK,Saskatchewan,fire,11.036615380635343,16.2890982669551,327.29741594434125
1993,SK,Saskatchewan,fire,11.57154605877174,16.61976209025062,375.33922606950705
1994,SK,Saskatchewan,fire,13.394552203763519,18.685784557745098,321.06388855048937
1995,SK,Saskatchewan,fire,12.701928765684398,18.07653524216015,364.33923142119363
1996,SK,Saskatchewan,fire,12.42412911405253,17.281983693467897,378.32902729341964
1997,SK,Saskatchewan,fire,12.766384443696161,17.770426816874505,435.76074041964637
1998,SK,Saskatchewan,fire,14.23511837976133,19.465966261238957,279.72205186910134
1999,SK,Saskatchewan,fire,12.640434925324218,17.699611038258023,361.0477231967076
2000,SK,Saskatchewan,fire,11.392334031486438,16.17823403680522,400.27534559566595
2001,SK,Saskatchewan,fire,13.574156547304272,18.8468507521216,334.9196661134775
2002,SK,Saskatchewan,fire,11.704660480300621,16.918196390811456,372.3477660839308
2003,SK,Saskatchewan,fire,13.171229023058116,18.231590815548643,392.2685999337615
2004,SK,Saskatchewan,fire,10.15191734858329,15.197169232430122,311.4896504937215
2005,SK,Saskatchewan,fire,11.765986598912786,16.845570800490602,436.0700237455335
2006,SK,Saskatchewan,fire,13.754594176158497,18.948051589819464,415.7377378750586
2007,SK,Saskatchewan,fire,12.35182706668091,17.455724127949022,363.4109232680836
2008,SK,Saskatchewan,fire,12.841841454226394,18.18874244051589,279.6160451687342
2009,SK,Saskatchewan,fire,11.89109243734602,17.054184870470472,350.2480558526788
2010,SK,Saskatchewan,fire,12.685836274030102,17.534863598181985,361.78918338122776
2011,SK,Saskatchewan,fire,13.731121516140616,19.103501059590947,338.43016197560524
2012,SK,Saskatchewan,fire,13.893122844597835,19.072382053312413,370.933136301008
2013,SK,Saskatchewan,fire,14.24813721417152,19.579294883005993,293.18268929107967
2014,SK,Saskatchewan,fire,12.72835711083612,17.76282562142779,330.80017466265446
2015,SK,Saskatchewan,fire,13.33093806119694,18.756108975203446,311.76181044605045
2016,SK,Saskatchewan,fire,13.893568030269796,18.94169549354546,410.0067165563524
2017,SK,Saskatchewan,fire,13.836198122818082,19.073654013822505,341.1481757922873
2018,SK,Saskatchewan,fire,12.719013526800008,17.94081547607906,378.9174161392091
2019,SK,Saskatchewan,fire,11.971477385259277,16.913507539745684,381.12977110017476
2020,SK,Saskatchewan,fire,12.112424043433482,17.24450832396329,450.29959677664016
2021,SK,Saskatchewan,fire,13.581790941909482,19.10407543032352,308.0285465789338
2022,SK,Saskatchewan,fire,13.639832500195373,18.955673192284785,299.33751046256435
2023,SK,Saskatchewan,fire,15.693711643724962,21.16314274763959,292.8699731389725
2024,SK,Saskatchewan,fire,14.013641518959707,19.277710240286495,345.0154876472708
2025,SK,Saskatchewan,fire,14.671899330731193,20.155081010161886,277.65765318652575
1959,YT,Yukon,fire,6.006934817363664,10.236424129987816,353.44976047032634
1960,YT,Yukon,fire,6.808709921080712,11.202502261387519,371.44676926593405
1961,YT,Yukon,fire,7.261198255248175,11.942300901569219,340.9601587496155
1962,YT,Yukon,fire,6.868385165000732,11.360804605797513,359.4923077425201
1963,YT,Yukon,fire,7.459269032257316,12.135238380180605,305.1572005582307
1964,YT,Yukon,fire,6.281543879278272,10.979898228565867,314.3081170892394
1965,YT,Yukon,fire,6.841247448308505,11.750339025074245,271.675448221109
1966,YT,Yukon,fire,7.342474464409661,12.169018278558337,250.7509316002609
1967,YT,Yukon,fire,7.537802811493077,12.266229452783536,316.1194420111968
1968,YT,Yukon,fire,7.502928589932169,11.920361687979343,320.7165475426987
1969,YT,Yukon,fire,7.30773905394215,11.945156511414579,299.12519890216043
1970,YT,Yukon,fire,6.588405024999094,11.156471720821733,322.1907468049903
1971,YT,Yukon,fire,7.733307393088078,12.377210787495436,266.2643924996992
1972,YT,Yukon,fire,6.921036609524133,11.525541215485324,317.79972923173824
1973,YT,Yukon,fire,7.1744393590620925,11.506009007034093,349.6929777009849
1974,YT,Yukon,fire,6.729307547079278,11.338306168328174,333.70995876728557
1975,YT,Yukon,fire,7.559346770532227,12.065646995727056,320.42484806358163
1976,YT,Yukon,fire,7.944465905128025,12.521363546957511,331.4536278096443
1977,YT,Yukon,fire,8.239266073352589,12.63828678371964,331.00832051988493
1978,YT,Yukon,fire,7.94797642365703,12.485107563901648,326.5160067112986
1979,YT,Yukon,fire,8.506267910192326,12.958921740558868,323.8017884577172
1980,YT,Yukon,fire,7.557107906108149,12.043116831071552,342.43865565495815
1981,YT,Yukon,fire,7.8544348450529915,12.35975988612518,354.6868059749992
1982,YT,Yukon,fire,8.101737636167583,12.569033928978868,302.7040848530962
1983,YT,Yukon,fire,7.079133309861302,11.569057081062574,320.3985306149807
1984,YT,Yukon,fire,7.41630855696984,11.772049898024298,333.46373593031166
1985,YT,Yukon,fire,6.864901167934676,11.30439068170432,337.3124410420376
1986,YT,Yukon,fire,7.33333275398154,11.877957733733401,333.6662732023044
1987,YT,Yukon,fire,7.670235100104849,12.14126606266664,333.6204893004211
1988,YT,Yukon,fire,7.877623868390223,12.278700563479582,374.1230961145155
1989,YT,Yukon,fire,9.924533196037315,14.718196007222689,293.49702261867446
1990,YT,Yukon,fire,8.989493606463645,13.425837598330213,354.2503800757592
1991,YT,Yukon,fire,8.153795358031056,12.643521430884967,365.9492651899925
1992,YT,Yukon,fire,5.974171550398297,10.36649069138357,338.03332633880893
1993,YT,Yukon,fire,8.677308800935261,13.121335996034038,338.56371316647744
1994,YT,Yukon,fire,9.168306762277481,13.81487792282808,328.1179348478374
1995,YT,Yukon,fire,9.608604310220986,14.205471968704352,358.5237933193408
1996,YT,Yukon,fire,6.821052428054832,11.280535757628247,338.1635815761165
1997,YT,Yukon,fire,8.68812855196888,13.136938318096073,371.0506360775451
1998,YT,Yukon,fire,9.204762008259216,13.731421034797442,298.992598208349
1999,YT,Yukon,fire,8.023404736503052,12.551329828045088,313.9635292631744
2000,YT,Yukon,fire,6.408715368800858,10.601802473625254,406.49519524117693
2001,YT,Yukon,fire,7.500149332002928,11.760069867865404,331.50869240148967
2002,YT,Yukon,fire,7.311737037147653,11.73092814761608,350.4521129005209
2003,YT,Yukon,fire,7.3092856183044566,11.75971366798942,329.5018753870145
2004,YT,Yukon,fire,9.417685678636756,13.96154087711673,254.17336114388615
2005,YT,Yukon,fire,8.767252706854388,13.189083945695613,330.28229123227703
2006,YT,Yukon,fire,8.404342487444657,12.778642013839196,339.57752881925813
2007,YT,Yukon,fire,8.71116905534333,13.111403684320353,332.6148915571822
2008,YT,Yukon,fire,7.342186229127444,11.584817320803918,386.95984135685114
2009,YT,Yukon,fire,8.795766976617921,13.404775345348119,298.63725908396924
2010,YT,Yukon,fire,8.913880932379865,13.401885969016549,328.5739839469944
2011,YT,Yukon,fire,8.116812225486736,12.361225910374875,382.81947597572264
2012,YT,Yukon,fire,8.576418323096279,12.907558758382807,332.10163886371726
2013,YT,Yukon,fire,9.030949194857907,13.588897797596449,343.23059956679003
2014,YT,Yukon,fire,8.461973521183436,12.886652500347015,356.0950915802629
2015,YT,Yukon,fire,8.565392785086459,12.85551939277027,388.2918593615887
2016,YT,Yukon,fire,9.366933775925904,13.762782027628928,372.60297972853834
2017,YT,Yukon,fire,9.42108013929428,13.977189904190942,337.87360334339104
2018,YT,Yukon,fire,8.138746564561751,12.597692674294978,363.5454030069805
2019,YT,Yukon,fire,9.564921605146644,14.07423589799607,306.5567761314787
2020,YT,Yukon,fire,8.003232589617514,12.275335548501225,399.01437906789084
2021,YT,Yukon,fire,8.682836764525504,13.044392909362804,341.1286382646277
2022,YT,Yukon,fire,8.84951680614749,13.266794201554939,346.0302833383912
2023,YT,Yukon,fire,10.579162289953487,15.168412880730703,314.49231357904483
2024,YT,Yukon,fire,9.204221651751691,13.661021607484397,346.6445371455455
2025,YT,Yukon,fire,9.362988544637123,13.775460292528404,329.19964007497964
1959,AB,Alberta,jja,12.897370555803723,18.18751780450405,268.20495293231136
1960,AB,Alberta,jja,13.840405501760195,19.186514418778703,270.6952044302949
1961,AB,Alberta,jja,16.902262989161887,22.907728618004203,219.05466062665764
1962,AB,Alberta,jja,13.884981274894713,18.98628971527828,325.6211034110864
1963,AB,Alberta,jja,15.488701550596568,21.06185172925723,219.68896984168026
1964,AB,Alberta,jja,14.812201489501973,20.395076766938583,257.9347867456181
1965,AB,Alberta,jja,14.928515992144877,20.667305217273526,215.01241151880944
1966,AB,Alberta,jja,13.393241891892842,18.884776776099088,217.15602902148368
1967,AB,Alberta,jja,14.908591446022703,21.142677561115566,146.7397735294462
1968,AB,Alberta,jja,13.131171011959646,18.65502256578157,215.6121061263877
1969,AB,Alberta,jja,14.11872289743494,20.08109710110374,165.47387662361032
1970,AB,Alberta,jja,15.484082799445142,21.456049741982838,209.884091683725
1971,AB,Alberta,jja,15.38646814856531,21.134622758504168,250.06210505576328
1972,AB,Alberta,jja,14.466583160081115,20.007648267435933,214.08187090056984
1973,AB,Alberta,jja,13.961124964947425,19.346081943172734,320.048267733343
1974,AB,Alberta,jja,13.317708347514557,18.622935556122098,241.84162485049364
1975,AB,Alberta,jja,14.026087896957534,19.148594480626286,306.1072317134787
1976,AB,Alberta,jja,14.091863624019165,19.17395811494132,298.72887934294613
1977,AB,Alberta,jja,13.05250733018378,18.195042151229742,271.04239345572677
1978,AB,Alberta,jja,14.07289752648087,19.805353779222095,230.33983915766711
1979,AB,Alberta,jja,15.090464456188164,20.643270185404987,216.04103800898812
1980,AB,Alberta,jja,14.608021534559429,19.899807570928893,271.8024655926623
1981,AB,Alberta,jja,16.092983001774147,21.89357767986563,193.9626506783178
1982,AB,Alberta,jja,14.621000046341493,20.036485789888452,232.2887473536339
1983,AB,Alberta,jja,15.016844877587658,20.52592561889757,268.886143488447
1984,AB,Alberta,jja,15.188232678689992,20.75009350342452,254.99285863835968
1985,AB,Alberta,jja,14.264738136537627,20.14768434750899,210.22772753189957
1986,AB,Alberta,jja,14.409631399222551,20.04317881445462,265.9787789743222
1987,AB,Alberta,jja,14.4248046299598,19.834770939859073,261.94456062340475
1988,AB,Alberta,jja,14.809900001676493,20.266441957660664,307.800326362515
1989,AB,Alberta,jja,15.71102597001754,20.916784716282837,274.67964068301757
1990,AB,Alberta,jja,15.718063052194633,21.514189577665974,215.05333687098494
1991,AB,Alberta,jja,15.75307157621049,21.172284689051864,269.9141495408794
1992,AB,Alberta,jja,14.383092467354569,19.98691226549847,220.9057968500204
1993,AB,Alberta,jja,13.871830784825033,19.083848444232327,296.164437446589
1994,AB,Alberta,jja,15.912560036877776,21.349695044252307,230.9240476885043
1995,AB,Alberta,jja,14.208537532234581,19.35152918374283,280.1495226056403
1996,AB,Alberta,jja,14.604277113174689,19.953627235261205,287.1263489690298
1997,AB,Alberta,jja,15.094082638179033,20.3227954859135,329.10974917087077
1998,AB,Alberta,jja,16.435231302349123,21.920832101070765,231.32131871639098
1999,AB,Alberta,jja,14.549942540444112,20.137583623531608,243.06810619489505
2000,AB,Alberta,jja,13.858928194510717,19.12108989201495,281.9669732334645
2001,AB,Alberta,jja,15.069399221892843,20.530065503418225,254.10751419363146
2002,AB,Alberta,jja,15.048419020528064,20.808953528126864,208.14221058938153
2003,AB,Alberta,jja,15.10126454315179,20.762665939038893,228.30294401288765
2004,AB,Alberta,jja,14.75188988009461,20.318808771909854,207.16213892192192
2005,AB,Alberta,jja,13.824189875507653,19.199278755971374,273.1739238717882
2006,AB,Alberta,jja,15.711811876796764,21.204959733438653,244.02340817324313
2007,AB,Alberta,jja,14.953556214503939,20.251393536332593,238.30176421567307
2008,AB,Alberta,jja,15.35710300281636,20.986590038601857,220.52455552648257
2009,AB,Alberta,jja,14.63018804444095,20.286696704746333,191.57951054352347
2010,AB,Alberta,jja,14.893133926670014,20.265694197507433,243.03494472899445
2011,AB,Alberta,jja,14.657307013403928,19.963211968796383,272.92828698431373
2012,AB,Alberta,jja,16.438729909045943,21.915225714976593,242.27199288533964
2013,AB,Alberta,jja,15.35473787602254,20.408766445206915,270.041213499286
2014,AB,Alberta,jja,16.41514512290306,22.07148783931056,190.31568220706623
2015,AB,Alberta,jja,16.02966770883005,21.625818960446168,192.07156447060677
2016,AB,Alberta,jja,15.840047952610146,20.96369610306366,289.21742917160446
2017,AB,Alberta,jja,16.003288720714774,21.88743756936264,221.63726835469575
2018,AB,Alberta,jja,15.476008475210113,20.993818748683232,276.0360365806788
2019,AB,Alberta,jja,14.09176527163477,19.29145349649146,315.05410736768437
2020,AB,Alberta,jja,14.725332003185109,19.856898693043792,342.80572107351645
2021,AB,Alberta,jja,16.699184527679535,22.512169542324433,205.72238217105595
2022,AB,Alberta,jja,16.44272412595464,22.043401923815864,207.04669342014884
2023,AB,Alberta,jja,16.754747819020874,22.305558506998324,271.4300777519185
2024,AB,Alberta,jja,15.827234633764531,21.50600832073191,242.95292315787023
2025,AB,Alberta,jja,15.83251970925429,21.518861965369265,222.94715360632688
1959,BC,British Columbia,jja,10.156809636145924,15.420147425255468,282.6459894481906
1960,BC,British Columbia,jja,10.72572473642937,16.09284006209532,252.35157754580376
1961,BC,British Columbia,jja,13.69831991866449,19.771549824738347,181.21169625049427
1962,BC,British Columbia,jja,10.68202395442599,16.089906575762463,309.65203832082676
1963,BC,British Columbia,jja,11.47992881962416,17.071834337513312,246.592830200127
1964,BC,British Columbia,jja,10.30336000723552,15.730999274335383,310.1887988016045
1965,BC,British Columbia,jja,12.180589752496694,18.118297496323525,178.43365032929594
1966,BC,British Columbia,jja,10.737126693656995,16.32255706686705,247.86350904370045
1967,BC,British Columbia,jja,12.587190809312398,18.62537726098182,158.34000546984367
1968,BC,British Columbia,jja,10.95132265945234,16.452915975977934,260.42400524588334
1969,BC,British Columbia,jja,11.811706566957467,17.501934250027013,243.13005735665348
1970,BC,British Columbia,jja,11.945132031600215,17.873978376511843,183.5119831393627
1971,BC,British Columbia,jja,12.41305898858932,18.3364336800306,250.6979534038985
1972,BC,British Columbia,jja,11.385094754353004,17.00477933306564,238.51025206573104
1973,BC,British Columbia,jja,10.466760878333405,15.908270547062621,220.41777526205712
1974,BC,British Columbia,jja,10.457523753534316,16.012545805243274,222.8894209436565
1975,BC,British Columbia,jja,10.77974175474293,16.07988610368663,278.646536679385
1976,BC,British Columbia,jja,9.71840553271358,14.761375275881248,359.754515255513
1977,BC,British Columbia,jja,11.889161369369397,17.148802468452097,285.2807052716086
1978,BC,British Columbia,jja,12.677054279566876,18.30852396566366,234.57351420159867
1979,BC,British Columbia,jja,12.81977602627969,18.437595744554766,198.550968900957
1980,BC,British Columbia,jja,11.629710171679292,16.688921718240113,300.8911319021386
1981,BC,British Columbia,jja,12.566535422957642,18.026262178885784,243.95459022121773
1982,BC,British Columbia,jja,12.868144298360502,18.185411064505765,243.1216413298634
1983,BC,British Columbia,jja,11.849139737350633,16.967305954255824,354.63540644564114
1984,BC,British Columbia,jja,11.48356461508481,16.80278751902078,267.03634932225935
1985,BC,British Columbia,jja,12.357734449407488,18.14306937963107,193.35048353908095
1986,BC,British Columbia,jja,12.279600124470704,17.832324718683378,224.16274200171966
1987,BC,British Columbia,jja,12.378910598042383,17.85345783919998,273.0019378803958
1988,BC,British Columbia,jja,11.749896642998852,17.030775696370128,285.6536111436893
1989,BC,British Columbia,jja,13.393301644147687,18.79144158732518,259.1921295150685
1990,BC,British Columbia,jja,13.497758718538785,19.048792064957922,244.36616689798515
1991,BC,British Columbia,jja,12.299329228602046,17.492638207318663,315.6959926123059
1992,BC,British Columbia,jja,13.34782929663487,18.87199696191229,175.41847434693665
1993,BC,British Columbia,jja,11.774574970028105,16.83200734405668,329.48436938269776
1994,BC,British Columbia,jja,13.513272785329441,18.994211818859654,245.6476401195353
1995,BC,British Columbia,jja,11.959514562835661,17.01829894137024,286.2349051534162
1996,BC,British Columbia,jja,11.707388170913998,17.079747347049913,271.4162066130834
1997,BC,British Columbia,jja,12.357990632250473,17.549838436998535,327.29922894049
1998,BC,British Columbia,jja,13.824219115787614,19.1744886149801,226.96487323908462
1999,BC,British Columbia,jja,11.447364898118156,16.72803539225593,280.2174594784376
2000,BC,British Columbia,jja,11.356203489884564,16.416957717647364,286.07117676949395
2001,BC,British Columbia,jja,11.508674978554147,16.62557790517059,315.0831943624091
2002,BC,British Columbia,jja,12.127383916192139,17.46417627347245,230.37433054811643
2003,BC,British Columbia,jja,12.755879291271622,18.286479917221516,223.32345429700752
2004,BC,British Columbia,jja,14.184311788993126,19.61352834032811,269.59532444632043
2005,BC,British Columbia,jja,12.070072865060833,17.20457971771926,311.86485946625737
2006,BC,British Columbia,jja,13.130832656242239,18.549954602563115,195.49326950377124
2007,BC,British Columbia,jja,12.304690563785313,17.446331344224948,306.0622453373748
2008,BC,British Columbia,jja,11.812964763750863,17.120505576356575,279.85465145967095
2009,BC,British Columbia,jja,13.582101988075632,19.213786072220117,200.178005942713
2010,BC,British Columbia,jja,12.580067290751911,18.05541217627615,199.83177171205867
2011,BC,British Columbia,jja,11.262034157968126,16.187026107091047,294.53299365138963
2012,BC,British Columbia,jja,12.808207242823963,18.130391204589728,253.7894003502832
2013,BC,British Columbia,jja,13.548885696027808,18.80566604877808,249.22033084738453
2014,BC,British Columbia,jja,13.766565616117692,19.28390279427827,193.0492147072562
2015,BC,British Columbia,jja,13.765198586382732,19.076309701991743,242.3932533462702
2016,BC,British Columbia,jja,13.299264123240889,18.412777202528066,284.2295330478882
2017,BC,British Columbia,jja,13.468483610479863,19.09633943046047,205.102248656804
2018,BC,British Columbia,jja,13.74327292661095,19.286703270162146,220.51633016618143
2019,BC,British Columbia,jja,12.589729910554471,17.715318233488865,311.45597030667943
2020,BC,British Columbia,jja,11.794624601708174,16.67188983965577,368.25986899482734
2021,BC,British Columbia,jja,14.477083508948692,19.998208622513182,219.05123991368976
2022,BC,British Columbia,jja,14.041659542642316,19.45572457249892,251.2945906224797
2023,BC,British Columbia,jja,14.772349705476499,20.458481333804073,199.02951309360697
2024,BC,British Columbia,jja,13.756191087133802,19.29545809874774,236.03536540078727
2025,BC,British Columbia,jja,13.616924351400856,18.999665470669346,236.12695528328126
1959,MB,Manitoba,jja,13.506010941825798,18.422308137196477,284.9959812500426
1960,MB,Manitoba,jja,14.862308269850644,19.826680747363916,239.24430272353703
1961,MB,Manitoba,jja,15.682487027058134,21.346090461404067,164.25596785146865
1962,MB,Manitoba,jja,14.398885946867978,19.294916121236177,270.1370808758565
1963,MB,Manitoba,jja,15.470051847929126,20.58108443500517,247.43519033805137
1964,MB,Manitoba,jja,14.279829164002109,19.684141066703244,214.96628163295162
1965,MB,Manitoba,jja,13.243619702507322,18.315716970741846,221.79431405534507
1966,MB,Manitoba,jja,14.799118993370698,20.02396223991347,231.8992079324444
1967,MB,Manitoba,jja,14.022943164334864,19.62174225593937,197.83600738170398
1968,MB,Manitoba,jja,12.30140330826013,17.210043651688178,228.24983918040925
1969,MB,Manitoba,jja,13.17683636591612,18.27308427938809,228.93525462414877
1970,MB,Manitoba,jja,15.58129615530454,21.05126125763523,201.7475417351996
1971,MB,Manitoba,jja,13.768011000645012,18.81807903045378,268.1802953990509
1972,MB,Manitoba,jja,13.840688714919516,19.191272198505377,236.93583685852525
1973,MB,Manitoba,jja,15.14733794253268,20.304550358428,228.4277961101886
1974,MB,Manitoba,jja,14.259801932634629,19.116137765665478,242.76581499707083
1975,MB,Manitoba,jja,14.34371277865686,19.143610898121896,290.9774589240216
1976,MB,Manitoba,jja,15.39639203908703,20.81203277181301,272.56066762474336
1977,MB,Manitoba,jja,13.550775278545194,18.08495240462654,283.98262915047843
1978,MB,Manitoba,jja,12.489861040234258,17.54247303126037,267.15408155173117
1979,MB,Manitoba,jja,13.853903591632202,19.263132415174603,202.09633262886967
1980,MB,Manitoba,jja,14.132554335089951,19.176398423405526,295.7067714265179
1981,MB,Manitoba,jja,15.564283930368605,21.028971091001488,236.66084567171418
1982,MB,Manitoba,jja,13.040498510724971,18.012778260314278,255.25366789814805
1983,MB,Manitoba,jja,15.824145378323266,21.264904060698466,247.01684914233664
1984,MB,Manitoba,jja,16.49502559988579,21.751131217388973,225.6467964874098
1985,MB,Manitoba,jja,13.372730939407434,18.309193061520762,256.3840575601561
1986,MB,Manitoba,jja,13.688197543676653,19.094974879122216,273.4210161555035
1987,MB,Manitoba,jja,14.595519014115808,19.614018592767785,253.13134316889852
1988,MB,Manitoba,jja,16.399261127581322,21.80322481431654,223.31165738459572
1989,MB,Manitoba,jja,15.66785463430411,21.181112676985517,201.70017299850394
1990,MB,Manitoba,jja,15.169508749835963,20.545777687406108,222.40912225188634
1991,MB,Manitoba,jja,16.57302905814544,21.743148021395903,263.7312960356621
1992,MB,Manitoba,jja,12.562063888681363,17.86024092751837,187.2244182849082
1993,MB,Manitoba,jja,13.974204719370917,18.97395823049561,301.98726534538173
1994,MB,Manitoba,jja,15.258856550922232,20.72666502863863,187.17321671552978
1995,MB,Manitoba,jja,15.661179150723738,20.713508865065155,318.29290574617227
1996,MB,Manitoba,jja,15.942818839698338,21.158090483539624,246.4775761717704
1997,MB,Manitoba,jja,15.426007588960282,20.468162967054457,277.1262040454684
1998,MB,Manitoba,jja,16.072171099795444,20.866570540766574,239.26354006502427
1999,MB,Manitoba,jja,15.288009906702406,20.155096014174134,252.96596245812842
2000,MB,Manitoba,jja,13.956272258414103,18.916342002547005,254.7452195579069
2001,MB,Manitoba,jja,15.43895359445083,20.39492409511064,257.5035365170187
2002,MB,Manitoba,jja,14.879190761814378,19.957641220245193,258.4670572929438
2003,MB,Manitoba,jja,16.388336766225116,21.45664057375494,219.1712040345157
2004,MB,Manitoba,jja,12.45586974599932,17.505993805355775,214.7631892974487
