year,jurisdiction,area_ha,tmean_c,tmax_c,precip_mm
1978,British Columbia,44581.39541584585,9.983339238853722,15.34510654573958,433.7258549877174
1979,British Columbia,24006.361416822267,10.537254347240294,15.95229484789836,377.531625344037
1980,British Columbia,62963.98623865589,9.862374391646435,14.976364818122445,502.96294150341214
1981,British Columbia,94139.20701135222,10.63160888959987,16.039047825060727,430.12354668455623
1982,British Columbia,309915.6264420888,10.484214532206648,15.736007433559706,398.3089789654544
1983,British Columbia,67902.43987262614,9.685661253216823,14.91030477509926,501.19100344940176
1984,British Columbia,16228.372719180294,8.864243791757536,13.979004556790686,476.8784110075572
1985,British Columbia,195457.41215804775,9.93917631473377,15.561477118585213,353.80954601696067
1986,British Columbia,14707.659852038249,9.84961844079108,15.166230500621667,415.5712676666445
1987,British Columbia,29521.224909764296,10.712441610060065,16.1920925276363,452.66208685299614
1988,British Columbia,5577.908104907148,9.869280345902864,15.233030250687149,482.1786605764525
1989,British Columbia,19410.306546001808,11.32047358718364,16.79140400033783,383.4830918020032
1990,British Columbia,55451.62279712266,11.516940073358604,17.03487327011596,370.80565362325046
1991,British Columbia,25365.986681492097,10.576161493744287,15.867964760804506,436.9636475451928
1992,British Columbia,24097.10268368932,10.159072392684092,15.511264979561744,383.4017377347586
1993,British Columbia,4180.680483877791,10.756692644717903,16.16712062111493,448.2008049093971
1994,British Columbia,21385.57695135073,11.333395203505274,16.692874161488874,418.4829690293117
1995,British Columbia,32772.01258808587,11.01080917930724,16.42279711252711,361.10405618750633
1996,British Columbia,15080.03175993996,9.089722536292532,14.231995828090431,443.7663986552228
1997,British Columbia,1854.74465465948,10.486645189109568,15.75126220625619,507.3836417111075
1998,British Columbia,65394.89674048107,12.027234265060589,17.54625234536258,336.7741844752035
1999,British Columbia,11259.199735475271,9.215640217396809,14.354943160035877,451.85117930812737
2000,British Columbia,6148.171610463408,9.145028354805646,14.14941111302491,469.2254891123918
2001,British Columbia,6274.389400264392,9.521921420001814,14.60693605242768,504.6150513027216
2002,British Columbia,4907.2346304640105,9.455017175476309,14.624029464665968,420.4024945906515
2003,British Columbia,218338.07121942265,10.233738638287626,15.5690822851202,395.8138734326802
2004,British Columbia,183888.30076253973,11.180305956444494,16.35369240714495,465.4019750890306
2005,British Columbia,25349.174701453725,10.424230465945069,15.569384563242732,476.7022276278109
2006,British Columbia,114439.78204672948,11.13423274909095,16.535786510131377,338.7825571608905
2007,British Columbia,23476.093080011917,10.083493676821226,15.186255131183618,465.1786727677484
2008,British Columbia,11334.208214499373,10.130212297630516,15.42128420029352,396.7200113294357
2009,British Columbia,207566.0026715264,11.202346295152603,16.720633226072273,388.12121912956354
2010,British Columbia,285177.95529782516,10.178327010604786,15.417967072289716,405.22963768527336
2011,British Columbia,11424.391545709932,9.820019283419722,14.819006391877313,519.2589920899316
2012,British Columbia,82090.33007530756,10.857342320091211,16.243760035294816,365.29454203119246
2013,British Columbia,15628.562361170423,11.72853069667113,17.069427475486396,437.0190831568572
2014,British Columbia,323002.44458926935,11.541529906563932,17.00378692534197,346.92588871796767
2015,British Columbia,235800.57008352465,11.520219799184437,16.82602175470513,396.4577364070158
2016,British Columbia,78717.90647635849,11.224277732581095,16.39359465558685,473.60194322209173
2017,British Columbia,1027735.8891285532,11.615985405162991,17.1388892096403,376.9786521921853
2018,British Columbia,1044474.6134262704,11.354188383926,16.78604167034165,353.78245936934627
2019,British Columbia,19703.6647944691,11.096371596445332,16.187307812555456,466.21392377059817
2020,British Columbia,13626.38977505642,10.521514269073984,15.592337889792857,530.6641178847876
2021,British Columbia,784757.3441507258,11.59535331868633,16.81063663287842,436.2136210674924
2022,British Columbia,109395.5819706564,11.53162573097874,16.85540644961827,399.1166193231734
2023,British Columbia,2213310.483898741,12.94057155314862,18.639187417273178,317.47158500548625
2024,British Columbia,912071.6215848312,11.545309864607257,16.891881074190977,414.62362378743984
2025,British Columbia,694104.9976024012,11.989559247800893,17.35956756932196,405.8274948806078
1972,Manitoba,44853.173799124415,10.514768762352832,15.766151492108447,374.10563930434614
1973,Manitoba,445191.5671479302,12.02235466862153,17.096856180437864,317.90741255765016
1974,Manitoba,145350.52170734084,9.959420204551067,14.50932366549432,350.990582849071
1975,Manitoba,20563.59311172983,11.234908569912516,15.948367518598792,424.35029398744047
1976,Manitoba,330343.8559099257,12.393152163517644,17.816623269841237,364.5820551115788
1977,Manitoba,243504.86360973192,11.937480535900551,16.67890305592563,407.99527811131634
1978,Manitoba,19711.711349683388,10.159332493589838,15.195864414870435,391.027635719179
1979,Manitoba,212652.04663769217,10.053853817217895,15.049608143851463,335.1644868703793
1980,Manitoba,499909.90651142504,11.540484816597576,16.619960209004397,426.56646184399415
1981,Manitoba,680605.3931517408,12.18675528388777,17.615956605471695,322.8822185522004
1982,Manitoba,100922.57475247252,10.93364654897674,15.84210694066572,391.00044804005313
1983,Manitoba,83592.1087736516,11.317554694233287,16.37067901252391,415.5284914018269
1984,Manitoba,308760.8702439457,11.95532042558099,16.833619918945303,349.5519353594136
1985,Manitoba,101619.19085868096,10.849659521424716,15.711980442656888,385.457517149656
1986,Manitoba,30162.49107733334,11.017303683467272,16.204646501093194,374.07699564599017
1987,Manitoba,99670.90130120271,12.19039294934752,17.32121437621168,347.48588914012834
1988,Manitoba,393292.97430348594,12.90810006701868,18.11995593431126,334.3827102627689
1989,Manitoba,3175220.202342611,12.278135545775127,17.61916292612976,327.6749748871434
1990,Manitoba,68322.53851335737,11.8299726612738,17.146017883123406,298.2259671308842
1991,Manitoba,297329.9343526055,12.886403490104604,17.949169007817517,382.2915275051435
1992,Manitoba,503948.7500382085,9.645389884781675,14.729441646914754,346.5541742052707
1993,Manitoba,68698.65350769581,10.80828782038065,15.668840168433242,411.9647062206301
1994,Manitoba,1222519.8123378537,12.424004552718438,17.741580227265175,297.239845136929
1995,Manitoba,827579.1339102448,11.89283008710517,17.046773896700795,398.2001658168173
1996,Manitoba,205138.7566636071,12.285618750799586,17.20322952288552,342.0471281616631
1997,Manitoba,75087.39281577805,11.601212835494607,16.384942754357507,415.8363456872255
1998,Manitoba,441397.0401664037,13.02700757651853,17.864023066495832,368.45856338682825
1999,Manitoba,239428.75403543437,12.391401916541522,17.21233197310088,409.1705244420932
2000,Manitoba,99467.3451056258,10.841911293576972,15.508543092744963,409.8647635088336
2001,Manitoba,135384.47813598663,12.9041229941601,17.94480691260195,395.9241192212969
2002,Manitoba,71531.17825005099,10.85942695110368,15.644966916298042,391.1158346477605
2003,Manitoba,723516.2458962825,13.3527864515924,18.39857606250816,335.3249553529915
2004,Manitoba,20640.792505503778,9.413897107396362,14.224238004585178,342.5616588494231
2005,Manitoba,64254.151963216376,11.698529918831705,16.55647378093032,508.2741619363145
2006,Manitoba,136170.75360164605,12.856144988456483,17.90048410228385,379.3966887471634
2007,Manitoba,294081.33666159504,11.585837349271022,16.47798429571175,437.12143961243635
2008,Manitoba,134949.5786229026,11.643926746855689,16.5307858398474,387.1097894357216
2009,Manitoba,2838.005680897403,10.35576929873368,15.191904228001524,379.826203175555
2010,Manitoba,135046.69386294822,11.916216395806696,16.706605444002037,474.3971203014298
2011,Manitoba,107517.71107490892,12.847319110342786,18.07240350610877,364.1144149589001
2012,Manitoba,165136.53121963076,12.76765968232904,17.77094736085488,345.02649809393125
2013,Manitoba,926553.9481173686,13.092267793384398,18.35680327298947,328.09795819532314
2014,Manitoba,34377.4530817577,11.956944998639834,16.94444392524281,377.7620406873449
2015,Manitoba,60867.98002526136,12.169148431429424,17.285205316183966,404.94496802847766
2016,Manitoba,32932.137383873,12.86643781568614,17.904251823644035,398.46059945465487
2017,Manitoba,194938.63743317255,12.73087407540904,17.673328806244864,305.47629652908483
2018,Manitoba,205233.39351449907,12.031556169331989,17.340955572755075,384.05606076793646
2019,Manitoba,71922.01366855149,11.831172013456335,16.706832018517684,384.4122135126607
2020,Manitoba,39732.67407914222,11.612409047984514,16.410374836918262,459.3089587428147
2021,Manitoba,1137920.4853264925,12.569356382250083,17.690998234457158,361.89175988033185
2022,Manitoba,135831.97078229222,12.651880855313074,17.795947596612987,404.785478267649
2023,Manitoba,143028.5957794231,14.803500859261074,20.117399830144016,338.48959483377695
2024,Manitoba,233812.2712446193,13.887403409601315,18.857851790965473,403.72387983647087
2025,Manitoba,1929676.0079618297,13.719870617816474,19.088218169841664,292.1645461864708
1972,New Brunswick,,13.97789780529418,18.978317904532553,523.4300098404337
1973,New Brunswick,,15.069353423312885,19.49358089154093,556.0110904928823
1974,New Brunswick,,13.97251538816745,18.788752861537255,521.9967759557674
1975,New Brunswick,,15.172566326970134,20.010021998334203,419.16056765682134
1976,New Brunswick,,15.001371440947937,19.74526899505244,560.3576941068845
1977,New Brunswick,,14.092409175502388,18.743227608342803,510.5402543206836
1978,New Brunswick,,14.59424041512136,19.778150594782467,351.7461541003178
1979,New Brunswick,,15.167177837677876,19.81924900690854,516.9363786676062
1980,New Brunswick,1957.843693518,13.988555301321249,18.605090122366196,547.1576906611027
1981,New Brunswick,,14.630409046856649,19.308455163666935,586.3553588990637
1982,New Brunswick,5779.013192468,14.102339536700155,18.962629498948733,466.6660655553556
1983,New Brunswick,577.32718467,14.972082243896548,19.69617374344316,496.05035314248533
1984,New Brunswick,,14.700705399713044,19.315885223920173,587.1594647981465
1985,New Brunswick,1737.584335615,14.497001412209524,19.24539428211234,460.7433865964082
1986,New Brunswick,33934.3036434674,13.25432940959438,17.956287345247755,500.79782936680886
1987,New Brunswick,266.751620661,14.736370721649246,19.4956944292909,408.1662152494372
1988,New Brunswick,1632.37702839,14.897692475165371,19.607131177798887,492.9680934721639
1989,New Brunswick,72.02438219618,15.294221643481412,20.015394562208908,474.7914652560406
1990,New Brunswick,4980.804552199999,15.02690570513706,19.680351582191324,523.3122664871437
1991,New Brunswick,2826.99707121795,15.17754835739902,20.13471381857829,531.2494049453942
1992,New Brunswick,4145.95986272338,14.37654059856719,19.19119404770986,465.04456362974713
1993,New Brunswick,198.401018092,14.622774921601364,19.368252102666663,514.0225438200912
1994,New Brunswick,,14.667332827566923,19.25598596780947,565.576305549919
1995,New Brunswick,84.187801268,15.1195958110014,20.18442813081552,411.7874853011244
1996,New Brunswick,1687.29988343243,14.45167382051318,19.003804733111284,521.2018303847043
1997,New Brunswick,,14.141595539540074,18.800764624732068,493.9607608481894
1998,New Brunswick,106.183004418,15.338389255393958,19.982786628062357,536.0994624332579
1999,New Brunswick,703.51721714388,16.800708998753024,21.818668085113988,536.1622455085276
2000,New Brunswick,65.9224727623,14.193918218679356,18.882509107655142,430.9812505944925
2001,New Brunswick,145.83219833748998,15.832977676041256,20.86951330712864,435.1529022168552
2002,New Brunswick,70.87563330802,14.731231532077407,19.67220172651279,475.6537719727774
2003,New Brunswick,,15.290311214201608,19.926678046355416,481.8890959771134
2004,New Brunswick,64.27036664684,14.401752747974635,19.11390037346682,458.2947547257171
2005,New Brunswick,59.18683932431,15.119961951365996,19.782099385877924,517.9518889160427
2006,New Brunswick,147.629979043,15.412702047944943,20.084705280473237,505.2737295634616
2007,New Brunswick,138.95246248434,14.7687967820415,19.607998217467593,457.9182608407844
2008,New Brunswick,6.46899528252,14.779381131123715,19.314862485285417,542.8231921390529
2009,New Brunswick,,14.630078391278284,19.073608372676315,541.468909449549
2010,New Brunswick,12.443133457,15.775619415767586,20.352910298239596,478.3401151309909
2011,New Brunswick,,14.90568827347223,19.43948747855865,620.7543044450475
2012,New Brunswick,,15.698862142004032,20.2789303864156,503.73991869694345
2013,New Brunswick,244.1273613878,15.171404802155854,19.867154781666144,652.6703655243801
2014,New Brunswick,,15.157662816864963,19.751139199794377,588.8217280057626
2015,New Brunswick,,15.615459613267548,20.48167562904774,494.2759146090996
2016,New Brunswick,,15.303719851892284,20.03000777502035,475.5433910532372
2017,New Brunswick,,15.561537557685112,20.37464716405557,449.0881664871246
2018,New Brunswick,72.35188402124,15.929924878614491,21.19467179937931,423.36540586725226
2019,New Brunswick,74.8835449362,14.54850202792945,19.258793885570046,534.4149547569289
2020,New Brunswick,491.089253695,15.711647991855337,20.70103718605452,346.96772028364387
2021,New Brunswick,136.7843722921,16.047488751418076,20.68751024503662,590.3453177064243
2022,New Brunswick,,15.8673380887362,20.633018614613064,525.823947185028
2023,New Brunswick,257.066489348,15.725952570439995,20.175232776542064,657.3607157600578
2024,New Brunswick,198.30633262641,16.753341549568255,21.52528016732703,406.22390610167065
2025,New Brunswick,3006.336693030697,16.189660348828752,21.280028459172826,379.834370090294
1972,Newfoundland and Labrador,15375.45102053,7.215069124932164,11.31245285987502,423.84625657666953
1973,Newfoundland and Labrador,7825.50517838,9.791973688106436,13.839898480328085,465.33976041671747
1974,Newfoundland and Labrador,55381.857292215995,8.331522125668222,12.325414324519487,409.96948893148226
1975,Newfoundland and Labrador,85806.5630454,9.021314173867715,13.039437703321775,437.2272641101115
1976,Newfoundland and Labrador,221690.84392761305,8.885050566654673,13.099642970111017,493.59518461036265
1977,Newfoundland and Labrador,5122.032188036999,8.053321348470769,11.826323365245043,540.3283926087051
1978,Newfoundland and Labrador,,7.953125500631076,11.96272948688804,525.0276861385489
1979,Newfoundland and Labrador,648.804937501,10.023645981135642,14.19804567331406,563.188936476442
1980,Newfoundland and Labrador,692.297808646,8.316037203355195,11.986769196500385,539.4185150271721
1981,Newfoundland and Labrador,9070.316612431,9.213802905193283,13.19887613232697,509.4274077607334
1982,Newfoundland and Labrador,2898.712493099,8.232770492758252,12.173466664425291,471.5362730947319
1983,Newfoundland and Labrador,12610.459572986,9.332242452714532,13.441918078318071,504.42530125081765
1984,Newfoundland and Labrador,7777.550196825,9.3193735458484,13.228098799310551,530.3739159999709
1985,Newfoundland and Labrador,91939.786844492,8.805932585165936,12.80121480482705,473.90500517614703
1986,Newfoundland and Labrador,86418.74358185101,8.474640332914026,12.623247328881536,437.36934719914393
1987,Newfoundland and Labrador,13494.669189905,9.357178852938205,13.45980626003455,425.00726169761293
1988,Newfoundland and Labrador,1327.64640593,9.190963181199107,13.301133653831936,483.0867022631126
1989,Newfoundland and Labrador,46005.00911621087,9.987923076554202,14.21954760547027,492.30072327417827
1990,Newfoundland and Labrador,23384.800570928997,8.909560520982637,12.99454902283826,447.38493614259585
1991,Newfoundland and Labrador,44662.47099610729,7.967025376221102,11.76742059540369,480.3058024556363
1992,Newfoundland and Labrador,13929.432431767,7.902771125530053,11.920907000076612,480.6003942152082
1993,Newfoundland and Labrador,19437.764273067,8.715559103799626,12.679615740876413,468.8131981240451
1994,Newfoundland and Labrador,83218.99670357049,9.002146156733419,12.94411800264263,475.8055716094587
1995,Newfoundland and Labrador,2113.274855181,9.360299473173296,13.48812461444148,442.4906015404771
1996,Newfoundland and Labrador,82512.0415099642,8.971515709386086,13.015401677716175,484.4665978923582
1997,Newfoundland and Labrador,2915.6368947342003,8.62963755302164,12.466691860471174,584.338178633055
1998,Newfoundland and Labrador,22333.756693263003,10.113408504747394,13.98287459977327,533.9933514246211
1999,Newfoundland and Labrador,37623.5795539278,10.910672497996767,15.144403271919108,564.8573039248945
2000,Newfoundland and Labrador,104189.29759159352,9.390893778635318,13.28527046221284,493.7661214538535
2001,Newfoundland and Labrador,672.791680717,9.982425075475394,14.089885105708282,449.1915619019274
2002,Newfoundland and Labrador,3808.985322479,8.800347163742963,12.777779694726824,509.8574758935149
2003,Newfoundland and Labrador,28061.884945794507,10.684898501218042,14.975808117535786,416.60378458515225
2004,Newfoundland and Labrador,892.820242593,9.271836621061304,13.088658254691634,521.1612696842794
2005,Newfoundland and Labrador,23043.584421059106,10.590621730898576,14.899464614672032,472.82415521692457
2006,Newfoundland and Labrador,2486.6246806978,10.776762308594732,14.954458238346833,488.1563540160536
2007,Newfoundland and Labrador,14629.68614121465,9.138302718617547,13.084763925207938,532.9344308452154
2008,Newfoundland and Labrador,783.1909036469999,10.569939119082711,14.537640417410117,475.0659582960604
2009,Newfoundland and Labrador,39885.1017483936,9.102458149332865,13.106743621026007,463.87985997024106
2010,Newfoundland and Labrador,948.884419666,9.777521857737687,13.527785754475891,556.9607924380676
2011,Newfoundland and Labrador,1053.0065017417917,9.403093077004792,13.2450707459719,494.496567266223
2012,Newfoundland and Labrador,190391.24438392333,11.61821661033369,15.686899731085589,437.3985389966068
2013,Newfoundland and Labrador,89241.386857064,9.636886066096231,13.76709255476397,531.5028496514558
2014,Newfoundland and Labrador,24612.641219522004,10.304351485518044,14.388803192255606,461.0607040378792
2015,Newfoundland and Labrador,3994.182874758,9.57219225046646,13.571236036852888,486.39935547771256
2016,Newfoundland and Labrador,10669.6429969927,9.36753702190992,13.201313075056282,509.53164416818
2017,Newfoundland and Labrador,515.54369611,9.453608980071785,13.406137781083784,532.8667564125637
2018,Newfoundland and Labrador,15.1175606326,8.700941545561909,12.77425209345057,501.9625987550855
2019,Newfoundland and Labrador,642.056480057,9.1893277450238,12.952178657808409,502.5034343511009
2020,Newfoundland and Labrador,4225.1199948622,10.230989377972428,14.102484507464634,579.6980447252784
2021,Newfoundland and Labrador,40.7560423555,10.6589116783708,14.620462463657535,533.5578092919374
2022,Newfoundland and Labrador,20738.478271589996,10.668330524791973,14.669663782729645,540.6574623344658
2023,Newfoundland and Labrador,19676.919310300003,11.283262164804054,15.351432197562586,507.7517868466245
2024,Newfoundland and Labrador,60385.50931980131,12.10817545094325,16.362435961593313,429.0098198004605
2025,Newfoundland and Labrador,18104.376309449744,10.753349741391094,15.015948480500082,485.9128591958901
1972,Nova Scotia,,14.478620346104249,18.857491168600884,430.3758590660453
1973,Nova Scotia,,15.08620821707911,18.886306823883224,531.9509786788325
1974,Nova Scotia,,13.94747682671049,18.009114812555435,471.5874476176097
1975,Nova Scotia,,15.065399263277074,19.48189622205223,341.0005669391748
1976,Nova Scotia,10947.2085354,15.496468068225871,19.65114220309655,472.5065535740422
1977,Nova Scotia,,14.414391224243404,18.490205415684503,576.15103107988
1978,Nova Scotia,,14.650987653557202,19.096350213523316,321.01196698506976
1979,Nova Scotia,,15.212371750695931,19.19611459003392,512.0923497990213
1980,Nova Scotia,421.453826531,14.238971551322363,18.30782841400038,438.272197176796
1981,Nova Scotia,,14.866116687935628,18.88894962159291,474.9473297745761
1982,Nova Scotia,,14.251260673607907,18.26608248112257,453.56090263535606
1983,Nova Scotia,,15.30727981890129,19.234158572087463,513.3905189157496
1984,Nova Scotia,143.83097700155,15.470246327325832,19.50943864260221,471.2794993808375
1985,Nova Scotia,,14.485789762909077,18.58416445250059,623.6146415691726
1986,Nova Scotia,,13.64988367577787,17.582632536637178,491.08435026889
1987,Nova Scotia,101.23889515581,14.641670809503212,18.780433813296263,414.415874539552
1988,Nova Scotia,5.77389742959,14.89529597645508,18.89645574994821,512.961853138415
1989,Nova Scotia,,15.588605798396932,19.785722059623797,445.7428715587348
1990,Nova Scotia,551.0430341264,15.291804838917036,19.372765966849215,472.73041334024674
1991,Nova Scotia,764.43929679007,15.127853064721204,19.4347793390969,456.7403986872481
1992,Nova Scotia,470.73101837925,14.523657137125056,18.82862361512989,378.06500650520536
1993,Nova Scotia,,14.646751457143289,18.6873504034351,412.5528245641354
1994,Nova Scotia,1.67673818339,15.252655720427878,19.13010560138071,510.2659979445039
1995,Nova Scotia,,14.670719509893123,18.8251774636385,485.6965933706076
1996,Nova Scotia,,14.507609655058124,18.28574380231102,636.4270572612438
1997,Nova Scotia,333.8977473525,14.40110757328257,18.441883225027517,420.7813109178116
1998,Nova Scotia,55.81983047404,15.397563173991736,19.37986899095559,521.7738869795244
1999,Nova Scotia,719.95465142113,16.8048407742734,21.07554717298885,481.5605389780268
2000,Nova Scotia,146.821006211,14.584235994514186,18.63363446538712,384.7422329294045
2001,Nova Scotia,158.786198974,15.584240881654264,19.883787028588586,379.4344356333405
2002,Nova Scotia,,14.856182735497878,19.04602781638557,486.4619813310151
2003,Nova Scotia,501.4300704333,15.450342469888596,19.562093192439352,434.1940477839691
2004,Nova Scotia,12.42260786505,14.426439371533068,18.34395526635349,407.7999737203413
2005,Nova Scotia,24.13101412608,15.131795958605558,19.149434886496262,486.7026545394675
2006,Nova Scotia,162.52353364138,15.66553701114833,19.540236551269796,541.4972389313688
2007,Nova Scotia,85.5041542288,14.751569619064176,18.78082049713843,545.830366670068
2008,Nova Scotia,1677.7499010767,15.119430667612637,18.94317549099226,534.940732348274
2009,Nova Scotia,642.260212006,15.115954168246711,18.994816075573908,522.438990235042
2010,Nova Scotia,,15.84804851026728,19.712540485555255,514.6120904002598
2011,Nova Scotia,,15.132045736974169,18.874747367057648,492.231283948499
2012,Nova Scotia,,16.025187317489394,19.951579754657185,600.8248791061806
2013,Nova Scotia,247.30801083322007,15.82188847106563,19.693484507925593,616.5000377135195
2014,Nova Scotia,530.9986193512199,15.274088813137467,19.425812122817533,437.1769787662575
2015,Nova Scotia,450.6354104396397,15.573043560466733,19.652145509320864,487.40280274237784
2016,Nova Scotia,742.7117865373609,15.435935678223178,19.486569745087905,428.2005050433591
2017,Nova Scotia,752.9815305776489,15.58837383996686,19.503346270975808,491.8904401673885
2018,Nova Scotia,224.88000958145997,15.95912671023022,20.31594766621189,409.9833409871913
2019,Nova Scotia,,14.660395640427064,18.661091573618123,564.7796860940553
2020,Nova Scotia,624.5015482342668,15.806971329515788,19.96785147562303,378.51278145302064
2021,Nova Scotia,167.46776076608,16.231071647730214,20.177829891507344,503.396304926961
2022,Nova Scotia,2833.2241727087,16.238752922793214,20.273356365255065,486.24930328282306
2023,Nova Scotia,21760.914449240325,15.89160358703541,19.709627465607824,594.9167093962674
2024,Nova Scotia,38.39905709440949,16.496457312556554,20.48483461168906,383.1824032758148
2025,Nova Scotia,8181.31470879522,16.254446364290654,20.667537965599152,285.90607146337373
1972,Northwest Territories,177974.36192126523,8.020312959860977,12.879820274253625,218.1587152386369
1973,Northwest Territories,804456.7683548058,10.829372938595307,15.56318845449559,251.55758273098232
1974,Northwest Territories,23145.54521586788,7.576961661836322,12.268710657732331,280.59063536126695
1975,Northwest Territories,526068.411416438,9.73426270329384,14.483473733843494,227.98682070742143
1976,Northwest Territories,626266.3363140688,10.09256139455253,15.091658277032549,248.7712055324605
1977,Northwest Territories,319874.6486776961,8.986358759017364,13.591933816884016,223.73429549606684
1978,Northwest Territories,60988.44343522331,7.374855618013969,12.115483862450976,214.9647123156066
1979,Northwest Territories,1594857.371464038,9.031030996688688,14.01147399945656,208.52110665586437
1980,Northwest Territories,1090905.1729605645,9.026994313065996,13.807543578440264,235.73752299171775
1981,Northwest Territories,587589.5936281545,9.922100755210575,14.967335496951204,232.52028567038832
1982,Northwest Territories,237170.15314284465,8.664551180050815,13.451914417353413,241.5004467938916
1983,Northwest Territories,223320.3447696875,7.9169310883711,12.78523339580506,228.50997277584375
1984,Northwest Territories,34342.19181999982,9.651693810352922,14.297894633969364,288.19577734538007
1985,Northwest Territories,105774.64703519415,8.141114154091435,12.857843294685964,235.9125682331816
